2022-01-08 17:42:52,903 | INFO | extract.py | <module> | Start of program.
2022-01-08 17:43:11,139 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,139 | INFO | load.py | update_db | But item 376 exists already in the database
2022-01-08 17:43:11,143 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,144 | INFO | load.py | update_db | But item 377 exists already in the database
2022-01-08 17:43:11,148 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,149 | INFO | load.py | update_db | But item 378 exists already in the database
2022-01-08 17:43:11,153 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,154 | INFO | load.py | update_db | But item 379 exists already in the database
2022-01-08 17:43:11,158 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,159 | INFO | load.py | update_db | But item 380 exists already in the database
2022-01-08 17:43:11,163 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,163 | INFO | load.py | update_db | But item 381 exists already in the database
2022-01-08 17:43:11,167 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,168 | INFO | load.py | update_db | But item 382 exists already in the database
2022-01-08 17:43:11,172 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,173 | INFO | load.py | update_db | But item 383 exists already in the database
2022-01-08 17:43:11,177 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,178 | INFO | load.py | update_db | But item 384 exists already in the database
2022-01-08 17:43:11,182 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,182 | INFO | load.py | update_db | But item 385 exists already in the database
2022-01-08 17:43:11,186 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,187 | INFO | load.py | update_db | But item 386 exists already in the database
2022-01-08 17:43:11,191 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,192 | INFO | load.py | update_db | But item 387 exists already in the database
2022-01-08 17:43:11,196 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,197 | INFO | load.py | update_db | But item 388 exists already in the database
2022-01-08 17:43:11,201 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,201 | INFO | load.py | update_db | But item 389 exists already in the database
2022-01-08 17:43:11,205 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,206 | INFO | load.py | update_db | But item 390 exists already in the database
2022-01-08 17:43:11,210 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,211 | INFO | load.py | update_db | But item 391 exists already in the database
2022-01-08 17:43:11,215 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,216 | INFO | load.py | update_db | But item 392 exists already in the database
2022-01-08 17:43:11,220 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,221 | INFO | load.py | update_db | But item 393 exists already in the database
2022-01-08 17:43:11,225 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,225 | INFO | load.py | update_db | But item 394 exists already in the database
2022-01-08 17:43:11,229 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,230 | INFO | load.py | update_db | But item 395 exists already in the database
2022-01-08 17:43:11,234 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,235 | INFO | load.py | update_db | But item 396 exists already in the database
2022-01-08 17:43:11,239 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,240 | INFO | load.py | update_db | But item 397 exists already in the database
2022-01-08 17:43:11,244 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,245 | INFO | load.py | update_db | But item 398 exists already in the database
2022-01-08 17:43:11,249 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,250 | INFO | load.py | update_db | But item 399 exists already in the database
2022-01-08 17:43:11,254 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,254 | INFO | load.py | update_db | But item 400 exists already in the database
2022-01-08 17:43:11,258 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,259 | INFO | load.py | update_db | But item 401 exists already in the database
2022-01-08 17:43:11,263 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,264 | INFO | load.py | update_db | But item 402 exists already in the database
2022-01-08 17:43:11,268 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,269 | INFO | load.py | update_db | But item 403 exists already in the database
2022-01-08 17:43:11,273 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,274 | INFO | load.py | update_db | But item 404 exists already in the database
2022-01-08 17:43:11,278 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,279 | INFO | load.py | update_db | But item 405 exists already in the database
2022-01-08 17:43:11,283 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,283 | INFO | load.py | update_db | But item 406 exists already in the database
2022-01-08 17:43:11,287 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,288 | INFO | load.py | update_db | But item 407 exists already in the database
2022-01-08 17:43:11,292 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,293 | INFO | load.py | update_db | But item 408 exists already in the database
2022-01-08 17:43:11,297 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,298 | INFO | load.py | update_db | But item 409 exists already in the database
2022-01-08 17:43:11,302 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,303 | INFO | load.py | update_db | But item 410 exists already in the database
2022-01-08 17:43:11,307 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,307 | INFO | load.py | update_db | But item 411 exists already in the database
2022-01-08 17:43:11,311 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,312 | INFO | load.py | update_db | But item 412 exists already in the database
2022-01-08 17:43:11,316 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,317 | INFO | load.py | update_db | But item 413 exists already in the database
2022-01-08 17:43:11,321 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,322 | INFO | load.py | update_db | But item 414 exists already in the database
2022-01-08 17:43:11,326 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,327 | INFO | load.py | update_db | But item 415 exists already in the database
2022-01-08 17:43:11,331 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,331 | INFO | load.py | update_db | But item 416 exists already in the database
2022-01-08 17:43:11,335 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,336 | INFO | load.py | update_db | But item 417 exists already in the database
2022-01-08 17:43:11,340 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,341 | INFO | load.py | update_db | But item 418 exists already in the database
2022-01-08 17:43:11,345 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,346 | INFO | load.py | update_db | But item 419 exists already in the database
2022-01-08 17:43:11,350 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,350 | INFO | load.py | update_db | But item 420 exists already in the database
2022-01-08 17:43:11,354 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,355 | INFO | load.py | update_db | But item 421 exists already in the database
2022-01-08 17:43:11,359 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,360 | INFO | load.py | update_db | But item 422 exists already in the database
2022-01-08 17:43:11,364 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,365 | INFO | load.py | update_db | But item 423 exists already in the database
2022-01-08 17:43:11,369 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,369 | INFO | load.py | update_db | But item 424 exists already in the database
2022-01-08 17:43:11,373 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,374 | INFO | load.py | update_db | But item 425 exists already in the database
2022-01-08 17:43:11,378 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,379 | INFO | load.py | update_db | But item 426 exists already in the database
2022-01-08 17:43:11,383 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,384 | INFO | load.py | update_db | But item 427 exists already in the database
2022-01-08 17:43:11,388 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,389 | INFO | load.py | update_db | But item 428 exists already in the database
2022-01-08 17:43:11,393 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,393 | INFO | load.py | update_db | But item 429 exists already in the database
2022-01-08 17:43:11,397 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,398 | INFO | load.py | update_db | But item 430 exists already in the database
2022-01-08 17:43:11,402 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:11,403 | INFO | load.py | update_db | But item 431 exists already in the database
2022-01-08 17:43:11,404 | INFO | load.py | update_db | PostgreSQL connection is now closed
2022-01-08 17:43:11,405 | INFO | extract.py | <module> | 0 items updated for YouTube in the table
2022-01-08 17:43:11,827 | INFO | load.py | update_db | Database <sqlite3.Connection object at 0x71039790> connected
2022-01-08 17:43:11,945 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:12,589 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:16,843 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:16,847 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:16,848 | INFO | load.py | update_db | Item no. 85 added to database
2022-01-08 17:43:16,852 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:16,857 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:20,629 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:20,632 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:20,633 | INFO | load.py | update_db | Item no. 86 added to database
2022-01-08 17:43:20,637 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:20,643 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:24,709 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:24,712 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:24,713 | INFO | load.py | update_db | Item no. 87 added to database
2022-01-08 17:43:24,717 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:24,722 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:28,466 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:28,469 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:28,470 | INFO | load.py | update_db | Item no. 88 added to database
2022-01-08 17:43:28,474 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:28,480 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:32,777 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:32,780 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:32,781 | INFO | load.py | update_db | Item no. 89 added to database
2022-01-08 17:43:32,785 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:32,791 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:36,616 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:36,619 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:36,619 | INFO | load.py | update_db | Item no. 90 added to database
2022-01-08 17:43:36,624 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:36,629 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:40,570 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:40,573 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:40,574 | INFO | load.py | update_db | Item no. 91 added to database
2022-01-08 17:43:40,578 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:40,584 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:44,507 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:44,510 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:44,511 | INFO | load.py | update_db | Item no. 92 added to database
2022-01-08 17:43:44,515 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:44,521 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:48,221 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:48,224 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:48,225 | INFO | load.py | update_db | Item no. 93 added to database
2022-01-08 17:43:48,229 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:48,235 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:52,377 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:52,381 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:52,382 | INFO | load.py | update_db | Item no. 94 added to database
2022-01-08 17:43:52,386 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:52,391 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:43:56,342 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:43:56,345 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:43:56,346 | INFO | load.py | update_db | Item no. 95 added to database
2022-01-08 17:43:56,350 | INFO | load.py | update_db | Select query successful
2022-01-08 17:43:56,356 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:01,108 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:01,111 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:01,112 | INFO | load.py | update_db | Item no. 96 added to database
2022-01-08 17:44:01,116 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:01,122 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:04,990 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:04,993 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:04,994 | INFO | load.py | update_db | Item no. 97 added to database
2022-01-08 17:44:04,998 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:05,003 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:08,990 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:08,993 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:08,993 | INFO | load.py | update_db | Item no. 98 added to database
2022-01-08 17:44:08,998 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:09,003 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:12,844 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:12,847 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:12,848 | INFO | load.py | update_db | Item no. 99 added to database
2022-01-08 17:44:12,854 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:12,860 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:16,843 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:16,846 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:16,847 | INFO | load.py | update_db | Item no. 100 added to database
2022-01-08 17:44:16,851 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:16,857 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:20,943 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:20,946 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:20,947 | INFO | load.py | update_db | Item no. 101 added to database
2022-01-08 17:44:20,951 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:20,956 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:24,989 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:24,992 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:24,993 | INFO | load.py | update_db | Item no. 102 added to database
2022-01-08 17:44:24,997 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:25,002 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:29,069 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:29,072 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:29,073 | INFO | load.py | update_db | Item no. 103 added to database
2022-01-08 17:44:29,078 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:29,083 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:32,994 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:32,997 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:32,998 | INFO | load.py | update_db | Item no. 104 added to database
2022-01-08 17:44:33,002 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:33,008 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:37,230 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:37,233 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:37,234 | INFO | load.py | update_db | Item no. 105 added to database
2022-01-08 17:44:37,238 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:37,244 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:41,245 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:41,248 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:41,249 | INFO | load.py | update_db | Item no. 106 added to database
2022-01-08 17:44:41,253 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:41,259 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:45,687 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:45,690 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:45,697 | INFO | load.py | update_db | Item no. 107 added to database
2022-01-08 17:44:45,704 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:45,711 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:49,897 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:49,900 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:49,901 | INFO | load.py | update_db | Item no. 108 added to database
2022-01-08 17:44:49,905 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:49,910 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:54,078 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:54,081 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:54,082 | INFO | load.py | update_db | Item no. 109 added to database
2022-01-08 17:44:54,087 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:54,093 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:44:58,204 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:44:58,207 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:44:58,208 | INFO | load.py | update_db | Item no. 110 added to database
2022-01-08 17:44:58,212 | INFO | load.py | update_db | Select query successful
2022-01-08 17:44:58,219 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:02,211 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:02,214 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:02,215 | INFO | load.py | update_db | Item no. 111 added to database
2022-01-08 17:45:02,221 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:02,228 | INFO | imdb_api.py | get_genre | Searching name: Family Guy
2022-01-08 17:45:07,552 | INFO | imdb_api.py | get_genre | Title: The Sopranos
2022-01-08 17:45:07,555 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:07,556 | INFO | load.py | update_db | Item no. 112 added to database
2022-01-08 17:45:07,564 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:07,572 | INFO | imdb_api.py | get_genre | Searching name: Family Guy
2022-01-08 17:45:12,676 | INFO | imdb_api.py | get_genre | Title: The Sopranos
2022-01-08 17:45:12,680 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:12,682 | INFO | load.py | update_db | Item no. 113 added to database
2022-01-08 17:45:12,690 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:12,698 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:17,062 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:17,065 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:17,066 | INFO | load.py | update_db | Item no. 114 added to database
2022-01-08 17:45:17,070 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:17,076 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:21,181 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:21,184 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:21,185 | INFO | load.py | update_db | Item no. 115 added to database
2022-01-08 17:45:21,189 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:21,195 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:25,722 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:25,725 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:25,725 | INFO | load.py | update_db | Item no. 116 added to database
2022-01-08 17:45:25,730 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:25,735 | INFO | imdb_api.py | get_genre | Searching name: Family Guy
2022-01-08 17:45:30,481 | INFO | imdb_api.py | get_genre | Title: The Sopranos
2022-01-08 17:45:30,484 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:30,485 | INFO | load.py | update_db | Item no. 117 added to database
2022-01-08 17:45:30,489 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:30,495 | INFO | imdb_api.py | get_genre | Searching name: Family Guy
2022-01-08 17:45:35,442 | INFO | imdb_api.py | get_genre | Title: The Sopranos
2022-01-08 17:45:35,445 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:35,446 | INFO | load.py | update_db | Item no. 118 added to database
2022-01-08 17:45:35,451 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:35,456 | INFO | imdb_api.py | get_genre | Searching name: Family Guy
2022-01-08 17:45:39,891 | INFO | imdb_api.py | get_genre | Title: The Sopranos
2022-01-08 17:45:39,894 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:39,895 | INFO | load.py | update_db | Item no. 119 added to database
2022-01-08 17:45:39,900 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:39,905 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:43,784 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:43,787 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:43,788 | INFO | load.py | update_db | Item no. 120 added to database
2022-01-08 17:45:43,793 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:43,798 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:47,937 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:47,940 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:47,941 | INFO | load.py | update_db | Item no. 121 added to database
2022-01-08 17:45:47,945 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:47,951 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:52,712 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:52,715 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:52,716 | INFO | load.py | update_db | Item no. 122 added to database
2022-01-08 17:45:52,720 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:52,726 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:45:57,056 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:45:57,059 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:45:57,059 | INFO | load.py | update_db | Item no. 123 added to database
2022-01-08 17:45:57,064 | INFO | load.py | update_db | Select query successful
2022-01-08 17:45:57,069 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:01,222 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:01,225 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:01,226 | INFO | load.py | update_db | Item no. 124 added to database
2022-01-08 17:46:01,231 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:01,236 | INFO | imdb_api.py | get_genre | Searching name: Red Notice
2022-01-08 17:46:08,381 | INFO | imdb_api.py | get_genre | Title: Red Notice
2022-01-08 17:46:08,393 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:08,394 | INFO | load.py | update_db | Item no. 125 added to database
2022-01-08 17:46:08,398 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:08,404 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:13,473 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:13,488 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:13,489 | INFO | load.py | update_db | Item no. 126 added to database
2022-01-08 17:46:13,494 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:13,499 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:17,293 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:17,296 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:17,297 | INFO | load.py | update_db | Item no. 127 added to database
2022-01-08 17:46:17,301 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:17,306 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:21,425 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:21,428 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:21,429 | INFO | load.py | update_db | Item no. 128 added to database
2022-01-08 17:46:21,433 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:21,438 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:25,291 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:25,294 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:25,295 | INFO | load.py | update_db | Item no. 129 added to database
2022-01-08 17:46:25,299 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:25,304 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:28,986 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:28,989 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:28,990 | INFO | load.py | update_db | Item no. 130 added to database
2022-01-08 17:46:28,994 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:29,000 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:32,763 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:32,766 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:32,767 | INFO | load.py | update_db | Item no. 131 added to database
2022-01-08 17:46:32,771 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:32,776 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
2022-01-08 17:46:36,582 | INFO | imdb_api.py | get_genre | Title: S.W.A.T.
2022-01-08 17:46:36,585 | INFO | load.py | update_db | Insert query successful
2022-01-08 17:46:36,586 | INFO | load.py | update_db | Item no. 132 added to database
2022-01-08 17:46:36,590 | INFO | load.py | update_db | Select query successful
2022-01-08 17:46:36,595 | INFO | imdb_api.py | get_genre | Searching name: S.W.A.T.
